,full_name,id,url,stars
107,spring-cloud/spring-cloud-commons,27401779,https://api.github.com/repos/spring-cloud/spring-cloud-commons,598
108,FasterXML/jackson-modules-base,50140860,https://api.github.com/repos/FasterXML/jackson-modules-base,141
109,reactive-streams/reactive-streams-jvm,17286587,https://api.github.com/repos/reactive-streams/reactive-streams-jvm,4383
110,FasterXML/jackson-dataformats-text,85504501,https://api.github.com/repos/FasterXML/jackson-dataformats-text,327
111,typelevel/cats,29986727,https://api.github.com/repos/typelevel/cats,4704
112,scala/scala-parser-combinators,12140830,https://api.github.com/repos/scala/scala-parser-combinators,589
113,apache/shiro,291570,https://api.github.com/repos/apache/shiro,3829
114,clojure/clojure,747512,https://api.github.com/repos/clojure/clojure,9530
115,eclipse/org.aspectj,283817270,https://api.github.com/repos/eclipse/org.aspectj,114
116,resteasy/resteasy,2948043,https://api.github.com/repos/resteasy/resteasy,1013
117,scala-js/scala-js,8272315,https://api.github.com/repos/scala-js/scala-js,4319
118,ReactiveX/RxAndroid,23095954,https://api.github.com/repos/ReactiveX/RxAndroid,19647
119,easymock/easymock,10610797,https://api.github.com/repos/easymock/easymock,770
120,google/truth,1936771,https://api.github.com/repos/google/truth,2467
121,xerial/sqlite-jdbc,22684655,https://api.github.com/repos/xerial/sqlite-jdbc,2094
122,stefanbirkner/system-rules,2878641,https://api.github.com/repos/stefanbirkner/system-rules,524
123,wiremock/wiremock,2544305,https://api.github.com/repos/wiremock/wiremock,5037
124,FasterXML/jackson-datatype-joda,2358108,https://api.github.com/repos/FasterXML/jackson-datatype-joda,130
125,unicode-org/icu,49244766,https://api.github.com/repos/unicode-org/icu,1576
126,eclipse-ee4j/jaxb-ri,148362172,https://api.github.com/repos/eclipse-ee4j/jaxb-ri,144
127,codecentric/spring-boot-admin,22254856,https://api.github.com/repos/codecentric/spring-boot-admin,10941
128,square/picasso,10057936,https://api.github.com/repos/square/picasso,18301
129,tensorflow/tensorflow,45717250,https://api.github.com/repos/tensorflow/tensorflow,165872
130,spring-cloud/spring-cloud-netflix,21741891,https://api.github.com/repos/spring-cloud/spring-cloud-netflix,4587
131,aliyun/aliyun-openapi-java-sdk,39555898,https://api.github.com/repos/aliyun/aliyun-openapi-java-sdk,1298
132,google/error-prone,23206290,https://api.github.com/repos/google/error-prone,5990
133,skyscreamer/JSONassert,3329435,https://api.github.com/repos/skyscreamer/JSONassert,868
134,ronmamo/reflections,9476938,https://api.github.com/repos/ronmamo/reflections,4157
135,apache/spark,17165658,https://api.github.com/repos/apache/spark,33202
136,spotbugs/spotbugs,72889410,https://api.github.com/repos/spotbugs/spotbugs,2739
137,apache/maven-plugin-tools,206635,https://api.github.com/repos/apache/maven-plugin-tools,38
138,jqno/equalsverifier,33067279,https://api.github.com/repos/jqno/equalsverifier,577
139,mybatis/generator,8121707,https://api.github.com/repos/mybatis/generator,4945
140,milessabin/shapeless,3006066,https://api.github.com/repos/milessabin/shapeless,3253
141,datastax/java-driver,6765281,https://api.github.com/repos/datastax/java-driver,1250
142,javaee/servlet-spec,89443483,https://api.github.com/repos/javaee/servlet-spec,240
143,mcxiaoke/android-volley,10188673,https://api.github.com/repos/mcxiaoke/android-volley,4338
144,spring-cloud/spring-cloud-build,24838496,https://api.github.com/repos/spring-cloud/spring-cloud-build,148
145,javaee/javamail,89412712,https://api.github.com/repos/javaee/javamail,537
146,jacoco/jacoco,4950187,https://api.github.com/repos/jacoco/jacoco,3265
